"id";"produto_principal";"produto_composicao";"quantidade";"valor_unitario";"valor_custo";"valor_produto";"data"
"12629";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"SAL COM ERVAS";"0.01";"7.46";"0.07";NULL;"2025-09-29 11:30:10"
"12760";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";NULL;"2025-09-29 11:30:10"
"12945";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO.";"ALHO";"0.01";"22";"0.22";NULL;"2025-09-29 11:30:10"
"12590";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";"39";"2025-09-29 11:29:29"
"12591";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"FRANGO CUBOS 200G";"1";"5.09";"5.09";"39";"2025-09-29 11:29:29"
"12592";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"QUEIJO MUÇARELA";"0.02";"33.02";"0.66";"39";"2025-09-29 11:29:29"
"12593";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"LEITE INTEGRAL";"0.03";"5.57";"0.17";"39";"2025-09-29 11:29:29"
"12595";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"SALSA FRESCA";"0.002";"48";"0.1";"39";"2025-09-29 11:29:29"
"12596";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"QUEIJO CHEDDAR FATIA";"0.02";"33.3";"0.67";"39";"2025-09-29 11:29:29"
"12597";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"39";"2025-09-29 11:29:29"
"12599";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"SAL COM ERVAS";"0.01";"7.46";"0.07";"39";"2025-09-29 11:29:29"
"12758";"FRANGO AO MOLHO DE QUEIJOS COM FETTUCCINE ALHO E OLEO";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";"39";"2025-09-29 11:29:29"
"8425";"AD FRANGO EM CUBOS 200G";"FRANGO CUBOS 200G";"1";"5.09";"5.09";"25";"2025-09-29 11:27:11"
"13378";"PINK ZERO";"XAROPE DE MOJITO";"0.01";"64.5";"0.64";"19";"2025-09-29 07:52:09"
"13379";"PINK ZERO";"XAROPE DE CRANBERRY";"0.04";"64.5";"2.58";"19";"2025-09-29 07:52:09"
"13376";"BIFE DE ALCATRA";"FILE MIGNON BOVINO";"0.1955";"52.48";"10.26";NULL;"2025-09-28 20:25:24"
"9678";"H2O LIMONETO";"H2OH LIMONETO";"1";"4.49";"4.49";"12";"2025-09-28 19:06:02"
"2012";"AGUA SEM GAS 500ML";"AGUA SEM GAS";"1";"1.43";"1.43";"6";"2025-09-28 19:05:41"
"13329";"REFRIGERANTES LATA";;"0";"0";"0";"0";"2025-09-27 21:44:28"
"8421";"BACON ASSADO M. DA CASA";"BACON EM CUBOS";"1.875";"27.53";"51.62";NULL;"2025-09-27 16:53:00"
"6697";"BIFE DE ALCATRA";"CORACAO ALCATRA MATU BOMBOM";"0.1955";"57.6";"11.26";NULL;"2025-09-27 13:46:33"
"6081";"FILE SUINO 180G";"PIMENTA DA JAMAICA";"0.001";"0";"0";NULL;"2025-09-27 13:44:32"
"7390";"FILE SUINO 180G";"FILE MIGNON SUINO";"0.18";"21.98";"3.96";NULL;"2025-09-27 13:44:32"
"8039";"SAL COM ALECRIM";"SAL GROSSO";"0.962";"1.58";"1.52";NULL;"2025-09-27 13:43:39"
"8040";"SAL COM ALECRIM";"ALECRIM FRESCO";"0.038";"60";"2.28";NULL;"2025-09-27 13:43:39"
"3588";"QUEIJO ESTEPE FATIADO";"QUEIJO ESTEPE";"1";"56.7";"56.7";NULL;"2025-09-26 20:41:33"
"7850";"CRUMBLE DE CASTANHAS";"FARINHA DE TRIGO";"0.24894";"4.36";"1.09";NULL;"2025-09-26 20:40:34"
"7851";"CRUMBLE DE CASTANHAS";"LEITE EM PÓ";"0.11489";"53.34";"6.13";NULL;"2025-09-26 20:40:34"
"7852";"CRUMBLE DE CASTANHAS";"AVEIA EM FLOCOS";"0.09574";NULL;NULL;NULL;"2025-09-26 20:40:34"
"7853";"CRUMBLE DE CASTANHAS";"ACUCAR MASCAVO";"0.19149";"10.17";"1.95";NULL;"2025-09-26 20:40:34"
"10538";"CRUMBLE DE CASTANHAS";"AMENDOA LAMINADA";"0.19149";"0";"0";NULL;"2025-09-26 20:40:34"
"12024";"CRUMBLE DE CASTANHAS";"MANTEIGA COM SAL";"0.24894";"42.68";"10.62";NULL;"2025-09-26 20:40:34"
"2125";"OREO TRITURADO";"BOLACHA OREO";"1";"37";"37";NULL;"2025-09-26 20:39:43"
"506";"BRIGADEIRO DE LEITE NINHO";"LEITE CONDENSADO";"0.5";"12.42";"6.21";NULL;"2025-09-26 20:38:59"
"508";"BRIGADEIRO DE LEITE NINHO";"LEITE EM PÓ";"0.19";"53.34";"10.13";NULL;"2025-09-26 20:38:59"
"8778";"BRIGADEIRO DE LEITE NINHO";"CREME DE LEITE 17";"0.25";"13.07";"3.27";NULL;"2025-09-26 20:38:59"
"9393";"BRIGADEIRO DE LEITE NINHO";"BATE CHANTILLY";"0.1";"44.95";"4.5";NULL;"2025-09-26 20:38:59"
"12150";"NINHO CREME";"LEITE EM PÓ";"0.3";"53.34";"16";NULL;"2025-09-26 18:58:40"
"12151";"NINHO CREME";"LEITE CONDENSADO";"0.4";"12.42";"4.97";NULL;"2025-09-26 18:58:40"
"12152";"NINHO CREME";"MANTEIGA COM SAL";"0.2";"42.68";"8.54";NULL;"2025-09-26 18:58:40"
"12153";"NINHO CREME";"CREME DE LEITE 17";"0.2";"13.07";"2.61";NULL;"2025-09-26 18:58:40"
"374";"MOLHO CHIMICHURRI";"MANJERICÃO FRESCO";"0.02833";"50";"1.42";NULL;"2025-09-26 14:48:09"
"375";"MOLHO CHIMICHURRI";"PIMENTÃO VERMELHO";"0.33333";"19.79";"6.6";NULL;"2025-09-26 14:48:09"
"376";"MOLHO CHIMICHURRI";"SAL REFINADO";"0.02667";"1.25";"0.03";NULL;"2025-09-26 14:48:09"
"377";"MOLHO CHIMICHURRI";"ORÉGANO DESIDRATADO";"0.05556";"35.61";"1.98";NULL;"2025-09-26 14:48:09"
"380";"MOLHO CHIMICHURRI";"VINAGRE DE ÁLCOOL";"0.025";"5.32";"0.13";NULL;"2025-09-26 14:48:09"
"9493";"MOLHO CHIMICHURRI";"PIMENTA CALABRESA";"0.00167";"45";"0.08";NULL;"2025-09-26 14:48:09"
"9494";"MOLHO CHIMICHURRI";"SALSA DESIDRATADA";"0.02833";"21.9";"0.62";NULL;"2025-09-26 14:48:09"
"11469";"MOLHO CHIMICHURRI";"AZEITE COMPOSTO";"0.66667";"20.16";"13.44";NULL;"2025-09-26 14:48:09"
"12916";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"74";"2025-09-26 14:47:55"
"12917";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";"74";"2025-09-26 14:47:55"
"12918";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"OLEO DE SOJA";"0.005";"8.75";"0.04";"74";"2025-09-26 14:47:55"
"12919";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"SALSA FRESCA";"0.005";"48";"0.24";"74";"2025-09-26 14:47:55"
"12922";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"ALHO";"0.05";"22";"1.1";"74";"2025-09-26 14:47:55"
"12923";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"CARNE PARMEGIANA 90G";"2";"8.83";"17.66";"74";"2025-09-26 14:47:55"
"12924";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"MOLHO MADEIRA";"0.1";"10.66";"1.07";"74";"2025-09-26 14:47:55"
"12925";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"FRITAS 9X18MM";"0.165";"15.06";"2.48";"74";"2025-09-26 14:47:55"
"12932";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"LEITE INTEGRAL";"0.1";"5.57";"0.56";"74";"2025-09-26 14:47:55"
"12933";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"CREME DE LEITE 17";"0.02";"13.07";"0.26";"74";"2025-09-26 14:47:55"
"12934";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"FARINHA DE TRIGO";"0.005";"4.36";"0.02";"74";"2025-09-26 14:47:55"
"12935";"MIGNON AO MADEIRA COM FRITAS E GORGONZOLA";"NOZ MOSCADA";"0.001";"80";"0.08";"74";"2025-09-26 14:47:55"
"6046";"CHURRASCO BURGER";"BACON FATIADO - BC";"0.07";"41";"2.87";"58";"2025-09-26 14:20:48"
"6047";"CHURRASCO BURGER";"MOLHO BARBECUE";"0.02";"8.44";"0.17";"58";"2025-09-26 14:20:48"
"6048";"CHURRASCO BURGER";"TOMATE LONGA VIDA";"0.02";"5.53";"0.11";"58";"2025-09-26 14:20:48"
"6049";"CHURRASCO BURGER";"CEBOLINHA";"0.002";"50";"0.1";"58";"2025-09-26 14:20:48"
"6050";"CHURRASCO BURGER";"CEBOLA ROXA";"0.005";"4.64";"0.02";"58";"2025-09-26 14:20:48"
"6051";"CHURRASCO BURGER";"PIMENTÃO VERMELHO";"0.005";"19.79";"0.1";"58";"2025-09-26 14:20:48"
"6052";"CHURRASCO BURGER";"LIMÃO TAITI";"0.012";"5.81";"0.07";"58";"2025-09-26 14:20:48"
"7246";"CHURRASCO BURGER";"MOLHO GARLIC";"0.03";"25.2";"0.76";"58";"2025-09-26 14:20:48"
"11470";"CHURRASCO BURGER";"QUEIJO ESTEPE FATIADO";"0.04";"85.6";"3.42";"58";"2025-09-26 14:20:48"
"11472";"CHURRASCO BURGER";"HAMBURGUER ANGUS RECHEADO 170G";"1";"8.12";"8.12";"58";"2025-09-26 14:20:48"
"11473";"CHURRASCO BURGER";"PÃO BRIOCHE COM PARMESÃO";"1";"1.4";"1.4";"58";"2025-09-26 14:20:48"
"13279";"ALFACE E TOMATE- MSP";"ALFACE AMERICANA";"0.02";"16.5";"0.33";"0";"2025-09-26 13:33:28"
"13280";"ALFACE E TOMATE- MSP";"TOMATE LONGA VIDA";"0.02";"5.53";"0.11";"0";"2025-09-26 13:33:28"
"13256";"COMBO CASAL";"CALDA DE CARAMELO";"0.02";"14.85";"0.3";NULL;"2025-09-26 11:23:36"
"13257";"COMBO CASAL";"BEBIDA LÁCTEA BAUNILHA";"0.253";"6.71";"1.7";NULL;"2025-09-26 11:23:36"
"13258";"COMBO CASAL";"CREME DE LEITE 17";"0.05";"13.07";"0.65";NULL;"2025-09-26 11:23:36"
"13259";"COMBO CASAL";"LEITE EM PÓ";"0.06";"53.34";"3.2";NULL;"2025-09-26 11:23:36"
"13260";"COMBO CASAL";"CHANTILLY";"0.01";"17.39";"0.17";NULL;"2025-09-26 11:23:36"
"13255";"COMBO CASAL";"BIJU";"0.004";"24.85";"0.1";NULL;"2025-09-26 11:23:35"
"13345";"CREME DE NINHO ZERO";"LEITE EM PÓ";"0.4";"53.34";"21.34";NULL;"2025-09-26 10:41:43"
"13346";"CREME DE NINHO ZERO";"CREME DE LEITE 17";"0.5";"13.07";"6.54";NULL;"2025-09-26 10:41:43"
"13347";"CREME DE NINHO ZERO";"XILITOL";"0.1";"32.9";"3.29";NULL;"2025-09-26 10:41:43"
"10276";"TEXAS DAYS";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:59:13"
"10277";"TEXAS DAYS";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:59:13"
"10278";"TEXAS DAYS";"MOLHO BARBECUE";"0.023";"8.44";"0.19";NULL;"2025-09-25 20:59:13"
"10279";"TEXAS DAYS";"MOLHO MAIONESE";"0.03";"22.22";"0.67";NULL;"2025-09-25 20:59:13"
"10280";"TEXAS DAYS";"MOSTARDA ADOCICADA";"0.012";NULL;NULL;NULL;"2025-09-25 20:59:13"
"10281";"TEXAS DAYS";"CEBOLA CRISPY";"0.015";"45.43";"0.68";NULL;"2025-09-25 20:59:13"
"10282";"TEXAS DAYS";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:59:13"
"12197";"TEXAS DAYS";"BACON FRITO - DOG DAYS";"0.016";NULL;NULL;NULL;"2025-09-25 20:59:13"
"10289";"PARMESAO DAYS";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:58:18"
"10290";"PARMESAO DAYS";"CREME DE QUEIJO PARA PATE";"0.02";"25.26";"0.51";NULL;"2025-09-25 20:58:18"
"10291";"PARMESAO DAYS";"MOLHO DE TOMATE";"0.03";"3.11";"0.09";NULL;"2025-09-25 20:58:18"
"10292";"PARMESAO DAYS";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:58:18"
"10294";"PARMESAO DAYS";"QUEIJO PARMESÃO";"0.026";"56";"1.46";NULL;"2025-09-25 20:58:18"
"10283";"BLUE CHEESE DAYS";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:58:01"
"10284";"BLUE CHEESE DAYS";"CREME DE QUEIJO PARA PATE";"0.02";"25.26";"0.51";NULL;"2025-09-25 20:58:01"
"10285";"BLUE CHEESE DAYS";"MOSTARDA ADOCICADA";"0.006";NULL;NULL;NULL;"2025-09-25 20:58:01"
"10286";"BLUE CHEESE DAYS";"QUEIJO GORGONZOLA";"0.025";"69.67";"1.74";NULL;"2025-09-25 20:58:01"
"10287";"BLUE CHEESE DAYS";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:58:01"
"10288";"BLUE CHEESE DAYS";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:58:01"
"12201";"BLUE CHEESE DAYS";"BACON ASSADO - DOG DAYS";"0.02";NULL;NULL;NULL;"2025-09-25 20:58:01"
"12202";"BLUE CHEESE DAYS";"CEBOLA NA COCA";"0.01";NULL;NULL;NULL;"2025-09-25 20:58:01"
"12203";"BLUE CHEESE DAYS";"ACUCAR CRISTAL";"0.002";"3.3";"0.01";NULL;"2025-09-25 20:58:01"
"10272";"ITALIANO DAYS";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:56:33"
"10273";"ITALIANO DAYS";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:56:33"
"10274";"ITALIANO DAYS";"CREME DE QUEIJO PARA PATE";"0.02";"25.26";"0.51";NULL;"2025-09-25 20:56:33"
"10275";"ITALIANO DAYS";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:56:33"
"10293";"ITALIANO DAYS";"QUEIJO PARMESÃO";"0.026";"56";"1.46";NULL;"2025-09-25 20:56:33"
"10265";"AMERICANO DAYS";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:56:16"
"10266";"AMERICANO DAYS";"MOLHO MAIONESE";"0.04";"22.22";"0.89";NULL;"2025-09-25 20:56:16"
"10267";"AMERICANO DAYS";"PICLES ARTESANAL";"0.03";"10.96";"0.33";NULL;"2025-09-25 20:56:16"
"10268";"AMERICANO DAYS";"KETCHUP COM CURRY - DOG DAYS";"0.006";NULL;NULL;NULL;"2025-09-25 20:56:16"
"10269";"AMERICANO DAYS";"MOSTARDA ADOCICADA";"0.006";NULL;NULL;NULL;"2025-09-25 20:56:16"
"10270";"AMERICANO DAYS";"MOLHO DE TOMATE";"0.03";"3.11";"0.09";NULL;"2025-09-25 20:56:16"
"10271";"AMERICANO DAYS";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:56:16"
"10260";"BRASILEIRO DAYS";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:55:57"
"10261";"BRASILEIRO DAYS";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:55:57"
"10262";"BRASILEIRO DAYS";"MOLHO MAIONESE";"0.03";"22.22";"0.67";NULL;"2025-09-25 20:55:57"
"10263";"BRASILEIRO DAYS";"KETCHUP HEINZ 397GR";"0.025";"27.48";"0.69";NULL;"2025-09-25 20:55:57"
"10264";"BRASILEIRO DAYS";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:55:57"
"10509";"BRASILEIRO DAYS";"BATATA PALHA EXTRA FINA";"0.015";"60.315";"0.9";NULL;"2025-09-25 20:55:57"
"12115";"BRASILEIRO DAYS";"MILHO EM CONSERVA - DOG DAYS";"0.023";NULL;NULL;NULL;"2025-09-25 20:55:57"
"10254";"RUSSO DAYS";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:55:41"
"10255";"RUSSO DAYS";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:55:41"
"10257";"RUSSO DAYS";"MOLHO DE ERVAS";"0.03";"40.29";"1.21";NULL;"2025-09-25 20:55:41"
"10258";"RUSSO DAYS";"CEBOLA CRISPY";"0.015";"45.43";"0.68";NULL;"2025-09-25 20:55:41"
"10259";"RUSSO DAYS";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:55:41"
"10507";"RUSSO DAYS";"CREME DE QUEIJO PARA PATE";"0.02";"25.26";"0.51";NULL;"2025-09-25 20:55:41"
"12195";"RUSSO DAYS";"BACON FRITO - DOG DAYS";"0.016";NULL;NULL;NULL;"2025-09-25 20:55:41"
"12831";"RUSSO DAYS";"QUEIJO MUÇARELA FATIADA";"0.02";"47.76";"0.96";NULL;"2025-09-25 20:55:41"
"10134";"BRASILEIRO";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:50:43"
"10135";"BRASILEIRO";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:50:43"
"10158";"BRASILEIRO";"MOLHO MAIONESE";"0.03";"22.22";"0.67";NULL;"2025-09-25 20:50:43"
"10159";"BRASILEIRO";"KETCHUP HEINZ 397GR";"0.025";"27.48";"0.69";NULL;"2025-09-25 20:50:43"
"10228";"BRASILEIRO";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:50:43"
"10508";"BRASILEIRO";"BATATA PALHA EXTRA FINA";"0.015";"60.315";"0.9";NULL;"2025-09-25 20:50:43"
"12114";"BRASILEIRO";"MILHO EM CONSERVA - DOG DAYS";"0.023";NULL;NULL;NULL;"2025-09-25 20:50:43"
"10130";"PARMESAO";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:50:34"
"10132";"PARMESAO";"CREME DE QUEIJO PARA PATE";"0.02";"25.26";"0.51";NULL;"2025-09-25 20:50:34"
"10133";"PARMESAO";"QUEIJO PARMESÃO";"0.026";"56";"1.46";NULL;"2025-09-25 20:50:34"
"10181";"PARMESAO";"MOLHO DE TOMATE";"0.03";"3.11";"0.09";NULL;"2025-09-25 20:50:34"
"10227";"PARMESAO";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:50:34"
"10124";"TEXAS DOG";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:50:18"
"10125";"TEXAS DOG";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:50:18"
"10126";"TEXAS DOG";"MOLHO BARBECUE";"0.023";"8.44";"0.19";NULL;"2025-09-25 20:50:18"
"10127";"TEXAS DOG";"MOLHO MAIONESE";"0.03";"22.22";"0.67";NULL;"2025-09-25 20:50:18"
"10128";"TEXAS DOG";"MOSTARDA ADOCICADA";"0.012";NULL;NULL;NULL;"2025-09-25 20:50:18"
"10129";"TEXAS DOG";"CEBOLA CRISPY";"0.015";"45.43";"0.68";NULL;"2025-09-25 20:50:18"
"10226";"TEXAS DOG";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:50:18"
"12196";"TEXAS DOG";"BACON FRITO - DOG DAYS";"0.016";NULL;NULL;NULL;"2025-09-25 20:50:18"
"10120";"ITALIANO";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:50:05"
"10121";"ITALIANO";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:50:05"
"10122";"ITALIANO";"CREME DE QUEIJO PARA PATE";"0.02";"25.26";"0.51";NULL;"2025-09-25 20:50:05"
"10123";"ITALIANO";"QUEIJO PARMESÃO";"0.026";"56";"1.46";NULL;"2025-09-25 20:50:05"
"10182";"ITALIANO";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:50:05"
"10115";"BLUE CHEESE";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:49:55"
"10117";"BLUE CHEESE";"CREME DE QUEIJO PARA PATE";"0.02";"25.26";"0.51";NULL;"2025-09-25 20:49:55"
"10118";"BLUE CHEESE";"MOSTARDA ADOCICADA";"0.006";NULL;NULL;NULL;"2025-09-25 20:49:55"
"10119";"BLUE CHEESE";"QUEIJO GORGONZOLA";"0.025";"69.67";"1.74";NULL;"2025-09-25 20:49:55"
"10180";"BLUE CHEESE";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:49:55"
"10229";"BLUE CHEESE";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:49:55"
"12198";"BLUE CHEESE";"BACON ASSADO - DOG DAYS";"0.02";NULL;NULL;NULL;"2025-09-25 20:49:55"
"12199";"BLUE CHEESE";"CEBOLA NA COCA";"0.01";NULL;NULL;NULL;"2025-09-25 20:49:55"
"12200";"BLUE CHEESE";"ACUCAR CRISTAL";"0.002";"3.3";"0.01";NULL;"2025-09-25 20:49:55"
"10109";"AMERICANO";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:48:36"
"10111";"AMERICANO";"MOLHO MAIONESE";"0.04";"22.22";"0.89";NULL;"2025-09-25 20:48:36"
"10112";"AMERICANO";"PICLES ARTESANAL";"0.03";"10.96";"0.33";NULL;"2025-09-25 20:48:36"
"10113";"AMERICANO";"KETCHUP COM CURRY - DOG DAYS";"0.006";NULL;NULL;NULL;"2025-09-25 20:48:36"
"10114";"AMERICANO";"MOSTARDA ADOCICADA";"0.006";NULL;NULL;NULL;"2025-09-25 20:48:36"
"10179";"AMERICANO";"MOLHO DE TOMATE";"0.03";"3.11";"0.09";NULL;"2025-09-25 20:48:36"
"10225";"AMERICANO";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:48:36"
"10152";"RUSSO";"MOLHO DE TOMATE SWEET";"0.03";"38.86";"1.17";NULL;"2025-09-25 20:48:25"
"10153";"RUSSO";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:48:25"
"10155";"RUSSO";"MOLHO DE ERVAS";"0.03";"40.29";"1.21";NULL;"2025-09-25 20:48:25"
"10156";"RUSSO";"CEBOLA CRISPY";"0.015";"45.43";"0.68";NULL;"2025-09-25 20:48:25"
"10224";"RUSSO";"PAO HOT DOG";"1";"1.26";"1.26";NULL;"2025-09-25 20:48:25"
"10506";"RUSSO";"CREME DE QUEIJO PARA PATE";"0.02";"25.26";"0.51";NULL;"2025-09-25 20:48:25"
"12194";"RUSSO";"BACON FRITO - DOG DAYS";"0.016";NULL;NULL;NULL;"2025-09-25 20:48:25"
"12830";"RUSSO";"QUEIJO MUÇARELA FATIADA";"0.02";"47.76";"0.96";NULL;"2025-09-25 20:48:25"
"11992";"SALSICHA ARTESANAL";"SALSICHA BERNA";"0.068";"42.32";"2.88";NULL;"2025-09-25 20:47:42"
"13275";"OVO- MSP";"OVO";"1";"0.55";"0.55";"0";"2025-09-25 18:18:04"
"13282";"PURE DE BATATA- MSP";"QUEIJO PARMESÃO";"0.02";"56";"1.12";"0";"2025-09-25 18:17:56"
"13283";"PURE DE BATATA- MSP";"CREME DE LEITE - 25";"0.02";"28.47";"0.57";"0";"2025-09-25 18:17:56"
"13284";"PURE DE BATATA- MSP";"BATATA INGLESA";"0.13";"4";"0.52";"0";"2025-09-25 18:17:56"
"13285";"PURE DE BATATA- MSP";"MANTEIGA COM SAL";"0.03";"42.68";"1.28";"0";"2025-09-25 18:17:56"
"13286";"PURE DE BATATA- MSP";"SAL COM ERVAS";"0.005";"7.46";"0.04";"0";"2025-09-25 18:17:56"
"13287";"PURE DE BATATA- MSP";"NOZ MOSCADA";"0.0001";"80";"0.01";"0";"2025-09-25 18:17:56"
"13315";"FETTUCCINE AO ALFREDO - MSP";"SALSA FRESCA";"0.005";"48";"0.24";"0";"2025-09-25 18:17:44"
"13316";"FETTUCCINE AO ALFREDO - MSP";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";"0";"2025-09-25 18:17:44"
"13308";"FETTUCCINE AO ALFREDO - MSP";"MANTEIGA COM SAL";"0.02";"42.68";"0.85";"0";"2025-09-25 18:17:43"
"13309";"FETTUCCINE AO ALFREDO - MSP";"QUEIJO PARMESÃO";"0.02";"56";"1.12";"0";"2025-09-25 18:17:43"
"13310";"FETTUCCINE AO ALFREDO - MSP";"SAL COM ERVAS";"0.002";"7.46";"0.01";"0";"2025-09-25 18:17:43"
"13311";"FETTUCCINE AO ALFREDO - MSP";"LEITE INTEGRAL";"0.03";"5.57";"0.17";"0";"2025-09-25 18:17:43"
"13312";"FETTUCCINE AO ALFREDO - MSP";"FARINHA DE TRIGO";"0.005";"4.36";"0.02";"0";"2025-09-25 18:17:43"
"13313";"FETTUCCINE AO ALFREDO - MSP";"CREME DE LEITE 17";"0.02";"13.07";"0.26";"0";"2025-09-25 18:17:43"
"13314";"FETTUCCINE AO ALFREDO - MSP";"QUEIJO MUÇARELA";"0.04";"33.02";"1.32";"0";"2025-09-25 18:17:43"
"13324";"FEIJAO - MSP";"SAL COM ERVAS";"0.0025";"7.46";"0.02";"0";"2025-09-25 18:17:22"
"13325";"FEIJAO - MSP";"OLEO DE SOJA";"0.005";"8.75";"0.04";"0";"2025-09-25 18:17:22"
"13326";"FEIJAO - MSP";"FEIJAO VERMELHO";"0.02";"16.76";"0.34";"0";"2025-09-25 18:17:22"
"13327";"FEIJAO - MSP";"ALHO";"0.02";"22";"0.44";"0";"2025-09-25 18:17:22"
"13328";"FEIJAO - MSP";"FOLHA DE LOURO";"0.001";"44";"0.04";"0";"2025-09-25 18:17:22"
"13317";"LEGUMES SALTEADOS - MSP";"CENOURA";"0.03";"3.57";"0.11";"0";"2025-09-25 18:17:12"
"13318";"LEGUMES SALTEADOS - MSP";"BROCOLIS";"0.03";"0";"0";"0";"2025-09-25 18:17:12"
"13319";"LEGUMES SALTEADOS - MSP";"COUVE FLOR";"0.03";"16.04";"0.48";"0";"2025-09-25 18:17:12"
"13320";"LEGUMES SALTEADOS - MSP";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";"0";"2025-09-25 18:17:12"
"13321";"LEGUMES SALTEADOS - MSP";"OLEO DE SOJA";"0.01";"8.75";"0.09";"0";"2025-09-25 18:17:12"
"13322";"LEGUMES SALTEADOS - MSP";"SAL COM ERVAS";"0.002";"7.46";"0.01";"0";"2025-09-25 18:17:12"
